"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12"
"aktualisiert";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29";"2025-10-29"
"TS_ID";"#999020";"#999011";"#999006";"#999008";"#999009";"#999007";"#999010";"#999014";"#999015";"#999019";"#999016";"#999013"
"ZA";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h";"h"
"KOMP";"Inlandstromverbrauch";"Exporte";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netto-Stromerzeugung";"Netzabgabe";"Stromverbrauch";"Verbrauch f�r Pumpspeicherung (PSP)";"Netzverluste";"Importe"
"Gliederung1";"_";"_";"Hydr";"Hydr";"Kal";"Sonst";"Wind";"_";"_";"_";"_";"_"
"Gliederung2";"_";"_";"Lf";"Sp";"_";"_";"_";"_";"_";"_";"_";"_"
"Gliederung3";"_";"_";"EPL_10+";"EPL_10+";"EPL_10+";"_";"_";"_";"_";"_";"_";"_"
"VO";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr";"Betr"
"REG";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT";"AT"
"N";"Ges";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef";"Oef"
"EHB";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M";"M"
"KAT";"V";"V";"A";"A";"A";"A";"A";"V";"V";"V";"V";"A"
"UNIT";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW";"MW"
"2022-01-12 22:00:00";;"1903,283";"1960,807";"591,756";"2409,966";"845,475";"1677,685";"7894,161";"8300,199";"571,768";"406,038";"3289,562"
"2022-01-12 23:00:00";;"1988,131";"1924,064";"398,621";"2370,438";"823,876";"1642,703";"7395,33";"7786,086";"1068,602";"390,756";"3683,119"
"2022-01-13 00:00:00";;"2374,855";"1818,25";"342,842";"2117,95";"808,651";"1534,328";"7096,565";"7476,57";"992,819";"380,005";"4222,224"
"2022-01-13 01:00:00";;"2159,944";"1804,334";"212,651";"2095,304";"789,871";"1534,899";"6799,409";"7177,317";"1615,711";"377,908";"4515,915"
"2022-01-13 02:00:00";;"1974,03";"1814,442";"230,624";"1942,92";"786,886";"1497,242";"6698,029";"7078,78";"2352,095";"380,751";"5132,791"
"2022-01-13 03:00:00";;"1971,485";"1816,206";"286,341";"1918,568";"782,89";"1484,613";"6595,083";"6982,176";"2685,401";"387,093";"5350,445"
"2022-01-13 04:00:00";;"1882,846";"1812,846";"278,412";"1949,991";"797,113";"1601,835";"6738,251";"7127,434";"2595,431";"389,183";"5165,514"
"2022-01-13 05:00:00";;"2090,29";"1809,778";"476,012";"2055,29";"791,166";"1472,149";"7360,93";"7746,728";"1398,901";"385,799";"4631,525"
"2022-01-13 06:00:00";;"2252,271";"1917,517";"810,769";"2486,462";"798,797";"1641,916";"8464,709";"8891,518";"248,722";"426,81";"3737,051"
"2022-01-13 07:00:00";;"2117,227";"2057,76";"1810,546";"2593,489";"870,951";"1626,806";"9383,617";"9860,685";"124,068";"477,068";"3142,428"
"2022-01-13 08:00:00";;"3039,206";"2106,749";"4033,977";"2628,643";"935,11";"1589,914";"9734,052";"10250,2";"0,382";"516,148";"1995,395"
"2022-01-13 09:00:00";;"2440,96";"2073,584";"3312,075";"2734,799";"1032,776";"1468,177";"9677,902";"10178,522";"0,433";"500,62";"1998,505"
"2022-01-13 10:00:00";;"1913,577";"2045,762";"2437,061";"2786,319";"1122,818";"1248,589";"9593,626";"10085,208";"0,517";"491,583";"2358,753"
"2022-01-13 11:00:00";;"1391,463";"1942,519";"1189,287";"2731,763";"1196,068";"1022,731";"9472,333";"9964,198";"1,696";"491,865";"3274,989"
"2022-01-13 12:00:00";;"1500,756";"1896,491";"647,479";"2801,332";"1191,169";"970,316";"9361,377";"9847,913";"39,662";"486,536";"3881,544"
"2022-01-13 13:00:00";;"1968,295";"1879,235";"701,124";"3008,687";"1138,675";"1015,104";"9304,956";"9785,524";"25,886";"480,567";"4036,879"
"2022-01-13 14:00:00";;"2193,182";"1887,523";"820,019";"2923,384";"1056,219";"1083,1";"9146,121";"9621,304";"689,897";"475,183";"4734,138"
"2022-01-13 15:00:00";;"2016,795";"1868,917";"818,161";"2813,207";"965,123";"1062,541";"9107,516";"9578,734";"407,799";"471,218";"4475,381"
"2022-01-13 16:00:00";;"1706,457";"1956,053";"1017,977";"2637,663";"903,827";"1181,006";"9219,243";"9693,577";"175,668";"474,334";"3879,176"
"2022-01-13 17:00:00";;"1976,643";"1993,907";"2212,708";"2631,975";"943,973";"1345,529";"9501,098";"9992,566";"29,487";"491,468";"2870,605"
"2022-01-13 18:00:00";;"1853,074";"1988,338";"2233,646";"2636,426";"945,159";"1349,521";"9370,579";"9845,574";"30,643";"474,995";"2576,201"
"2022-01-13 19:00:00";;"1748,051";"1957,342";"1682,906";"2630,015";"924,506";"1137,095";"8982,076";"9435,188";"1,165";"453,112";"2852,541"
"2022-01-13 20:00:00";;"1889,816";"1883,142";"1154,19";"2595,363";"881,462";"1149,265";"8459,877";"8890,829";"92,582";"430,952";"3209,805"
"2022-01-13 21:00:00";;"1891,366";"1865,914";"612,192";"2333,345";"850,107";"1392,599";"7887,082";"8294,339";"549,86";"407,257";"3681,409"
"2022-01-13 22:00:00";;"1868,529";"1852,669";"435,467";"2047,142";"826,143";"1615,485";"7687,223";"8111,611";"1084,825";"424,388";"4288,06"
"2022-01-13 23:00:00";;"1778,193";"1824,905";"255,605";"1729,006";"810,759";"1816,548";"7215,561";"7643,183";"2162,112";"427,622";"5146,665"
"2022-01-14 00:00:00";;"2120,59";"1740,119";"209,545";"1763,496";"787,898";"2038,603";"6927,053";"7337,939";"2289,895";"410,886";"5208,764"
"2022-01-14 01:00:00";;"2207,946";"1726,652";"137,054";"1949,079";"789,454";"2073,572";"6668,992";"7058,653";"2368,442";"389,661";"4959,23"
"2022-01-14 02:00:00";;"2053,956";"1707,326";"159,059";"1839,008";"791,751";"2108,423";"6566,36";"6954,884";"2288,575";"388,524";"4691,849"
"2022-01-14 03:00:00";;"2226,13";"1709,175";"127,718";"1961,18";"797,168";"2269,096";"6456,155";"6855,634";"2454,258";"399,479";"4671,686"
"2022-01-14 04:00:00";;"2344,108";"1701,971";"160,312";"2028,155";"791,163";"2236,71";"6611,805";"7004,839";"2282,268";"393,034";"4712,905"
"2022-01-14 05:00:00";;"2349,397";"1713,052";"285,144";"2088,77";"791,121";"2220,205";"7180,481";"7617,842";"2306,708";"437,362";"5175,656"
"2022-01-14 06:00:00";;"2677,442";"1796,489";"1005,777";"2393,789";"816,418";"1928,265";"8185,885";"8627,116";"375,684";"441,231";"3739,505"
"2022-01-14 07:00:00";;"2439,021";"1891,902";"2054,638";"2527,553";"868,414";"1963,965";"9029,278";"9509,212";"149,856";"479,934";"2791,616"
"2022-01-14 08:00:00";;"3439,529";"1920,869";"3974,172";"2540,185";"964,381";"2043,828";"9369,132";"9886,333";"47,328";"517,201";"1929,755"
"2022-01-14 09:00:00";;"2473,777";"1907,458";"2378,159";"2551,21";"1072,486";"2038,7";"9285,934";"9780,76";"0,891";"494,827";"2307,415"
"2022-01-14 10:00:00";;"2102,816";"1867,178";"1116,935";"2481,593";"1185,466";"2067,351";"9109,161";"9598,552";"19,867";"489,391";"3002,714"
"2022-01-14 11:00:00";;"2446,159";"1826,172";"1145,782";"2394,569";"1269,751";"2210,476";"8935,708";"9418,049";"23,842";"482,341";"3041,3"
"2022-01-14 12:00:00";;"2625,972";"1830,533";"1086,22";"2324,573";"1293,446";"2167,797";"8636,375";"9098,586";"88,092";"462,211";"3110,08"
"2022-01-14 13:00:00";;"3077,524";"1823,872";"1016,712";"2316,658";"1256,468";"2329,129";"8360,832";"8807,997";"182,266";"447,165";"3324,948"
"2022-01-14 14:00:00";;"3432,517";"1836,392";"1325,54";"2391,014";"1128,739";"2402,414";"8335,008";"8778,286";"200,771";"443,278";"3327,474"
"2022-01-14 15:00:00";;"3924,438";"1860,779";"2568,238";"2489,382";"1006,424";"2509,939";"8444,308";"8885,356";"9,121";"441,048";"2384,153"
"2022-01-14 16:00:00";;"4199,947";"1955,662";"3575,381";"2507,267";"948,801";"2692,851";"8654,179";"9113,699";"36,102";"459,52";"1669,786"
"2022-01-14 17:00:00";;"4135,337";"2004,861";"4090,842";"2509,6";"973,153";"2717,766";"9026,281";"9506,878";"11,711";"480,597";"1357,705"
"2022-01-14 18:00:00";;"3831,903";"1999,715";"3804,634";"2505,641";"972,792";"2657,022";"8876,708";"9342,878";"0,791";"466,171";"1235,769"
"2022-01-14 19:00:00";;"3552,349";"1969,671";"3223,271";"2519,877";"962,675";"2513,389";"8512,008";"8952,293";"1,214";"440,285";"1316,973"
"2022-01-14 20:00:00";;"2952,746";"1903,889";"1883,554";"2515,832";"926,073";"2498,006";"7982,674";"8386,88";"23,649";"404,206";"1635,921"
"2022-01-14 21:00:00";;"2864,948";"1897,224";"1027,733";"2489,87";"895,336";"2597,237";"7381,791";"7760,599";"233,478";"378,808";"1951,626"
"2022-01-14 22:00:00";;"2681,058";"1839,133";"509,201";"2256,525";"881,198";"2555,213";"7267,157";"7657,641";"153,847";"390,483";"2451,276"
"2022-01-14 23:00:00";;"2777,484";"1804,073";"277,962";"2125,204";"866,914";"2485,838";"6797,166";"7167,286";"339,137";"370,12";"2723,917"
"2022-01-15 00:00:00";;"3786,73";"1742,037";"1285,27";"2160,811";"859,71";"2501,136";"6576,759";"6955,602";"392,858";"378,843";"2586,227"
"2022-01-15 01:00:00";;"3418,481";"1702,257";"140,486";"2149,125";"824,459";"2434,852";"6284,709";"6674,192";"497,734";"389,483";"3339,226"
"2022-01-15 02:00:00";;"3149,304";"1671,908";"128,155";"2007,134";"819,515";"2395,731";"6165,891";"6560,808";"1131,423";"394,917";"3819,093"
"2022-01-15 03:00:00";;"2823,926";"1655,931";"280,36";"2000,062";"810,132";"2117,255";"5995,817";"6378,563";"1560,881";"382,746";"3899,631"
"2022-01-15 04:00:00";;"2995,701";"1655,713";"278,67";"1996,718";"805,395";"1820,881";"6002,24";"6362,374";"780,107";"360,134";"3580,807"
"2022-01-15 05:00:00";;"3009,385";"1648,44";"399,346";"1996,144";"805,874";"1570,609";"6213,074";"6566,367";"322,148";"353,293";"3477,487"
"2022-01-15 06:00:00";;"3039,111";"1752,39";"450,946";"2154,679";"820,528";"1239,399";"6558,052";"6933,147";"174,302";"375,095";"3728,618"
"2022-01-15 07:00:00";;"2320,601";"1864,654";"752,508";"2189,286";"852,648";"964,076";"7075,128";"7452,709";"131,441";"377,582";"3281,581"
"2022-01-15 08:00:00";;"2047,487";"1888,623";"1586,249";"2343,275";"967,874";"739,458";"7533,771";"7923,119";"73,914";"389,348";"2519,042"
"2022-01-15 09:00:00";;"2496,504";"1883,902";"2806,021";"2361,381";"1095,316";"518,996";"7869,952";"8285,466";"7,18";"415,513";"2123,533"
"2022-01-15 10:00:00";;"2136,445";"1871,479";"1919,267";"2490,703";"1205,295";"491,305";"7958,495";"8381,08";"95,346";"422,585";"2634,824"
"2022-01-15 11:00:00";;"2201,966";"1841,59";"1520,463";"2390,882";"1284,591";"616,217";"7927,721";"8354,079";"124,023";"426,358";"3026,326"
"2022-01-15 12:00:00";;"2202,729";"1802,738";"819,619";"2357,467";"1298,725";"712,37";"7663,273";"8083,213";"42,445";"419,939";"3337,467"
"2022-01-15 13:00:00";;"2167,841";"1836,443";"661,62";"2342,39";"1261,866";"636,636";"7357,411";"7754,18";"155,742";"396,769";"3338,809"
"2022-01-15 14:00:00";;"1745,913";"1844,256";"445,188";"2378,449";"1133,259";"470,858";"7282,922";"7657,106";"89,317";"374,184";"3220,326"
"2022-01-15 15:00:00";;"1569,51";"1866,769";"873,908";"2440,738";"996,374";"377,06";"7389,72";"7747,397";"56,287";"357,677";"2818,344"
"2022-01-15 16:00:00";;"1901,775";"1981,019";"1990,252";"2509,192";"940,996";"318,47";"7659,903";"8030,138";"85,618";"370,235";"2277,602"
"2022-01-15 17:00:00";;"2980,505";"2005,69";"3927,911";"2581,246";"935,599";"274,272";"8049,53";"8459,33";"3,609";"409,8";"1718,726"
"2022-01-15 18:00:00";;"3300,342";"2040,144";"4107,162";"2605,896";"932,136";"267,735";"7913,923";"8316,003";"0,371";"402,08";"1663,643"
"2022-01-15 19:00:00";;"3499,189";"2022,468";"3823,533";"2615,303";"899,442";"223,933";"7585,056";"7972,738";"0,356";"387,682";"1887,603"
"2022-01-15 20:00:00";;"2969,274";"1945,203";"2897,852";"2559,586";"889,352";"96,604";"7204,739";"7572,607";"59,037";"367,867";"2212,322"
"2022-01-15 21:00:00";;"2341,765";"1869,266";"1530,031";"2519,829";"880,314";"16,8";"6771,045";"7117,306";"103,783";"346,261";"2746,614"
"2022-01-15 22:00:00";;"1789,301";"1859,878";"694,89";"2106,947";"869,38";"18,167";"6795,199";"7152,143";"149,021";"356,944";"3541,203"
"2022-01-15 23:00:00";;"2011,841";"1823,061";"673,623";"2001,829";"849,64";"17,088";"6435,986";"6776,535";"111,604";"340,549";"3534,741"
"2022-01-16 00:00:00";;"2641,191";"1746,595";"1753,725";"1877,977";"820,559";"16,649";"6177,641";"6510,084";"148,531";"332,443";"3084,301"
"2022-01-16 01:00:00";;"2594,587";"1721,401";"1251,264";"1697,752";"817,291";"23,612";"5916,85";"6243,793";"163,992";"326,943";"3491,053"
"2022-01-16 02:00:00";;"2658,49";"1725,516";"824,131";"1701,94";"821,003";"37,546";"5816,047";"6147,68";"243,187";"331,633";"3939,221"
"2022-01-16 03:00:00";;"2913,93";"1719,479";"688,253";"1701,333";"809,652";"119,541";"5681,484";"6016,973";"414,344";"335,49";"4306,99"
"2022-01-16 04:00:00";;"2893,922";"1695,092";"483,248";"1702,008";"792,476";"248,039";"5680,415";"6023,844";"291,069";"343,429";"4287,972"
"2022-01-16 05:00:00";;"2828,041";"1693,632";"489,033";"1649,767";"787,169";"395,8";"5858,384";"6218,413";"678,084";"360,029";"4709,138"
"2022-01-16 06:00:00";;"2532,465";"1770,812";"633,402";"1752,088";"796,191";"486,396";"6058,758";"6427,128";"1080,519";"368,37";"4601,223"
"2022-01-16 07:00:00";;"2794,09";"1809,209";"861,263";"1753,173";"830,739";"475,585";"6512,448";"6884,423";"201,838";"371,975";"4150,382"
"2022-01-16 08:00:00";;"2837,011";"1809,764";"1150,675";"1770,24";"887,932";"495,481";"6957,371";"7354,011";"187,413";"396,64";"4264,343"
"2022-01-16 09:00:00";;"2323,878";"1850,914";"1176,097";"1770,352";"1014,287";"347,189";"7272,442";"7682,747";"143,038";"410,305";"3990,824"
"2022-01-16 10:00:00";;"2061,587";"1851,045";"1079,487";"1763,665";"1144,77";"254,267";"7432,287";"7851,115";"55,333";"418,828";"3874,803"
"2022-01-16 11:00:00";;"2343,924";"1852,615";"1310,079";"1757,075";"1230,714";"225,9";"7467,591";"7892,464";"12,419";"424,874";"3872,425"
"2022-01-16 12:00:00";;"1943,269";"1802,177";"479,878";"1764,285";"1220,414";"214,364";"7248,85";"7657,481";"497,896";"408,63";"4617,528"
"2022-01-16 13:00:00";;"1868,506";"1746,78";"575,009";"1764,541";"1164,033";"237,462";"6943,347";"7325,702";"367,878";"382,354";"4074,26"
"2022-01-16 14:00:00";;"2444,577";"1748,408";"1066,976";"1750,589";"1065,036";"364,45";"6802,801";"7177,561";"294,103";"374,76";"3920,783"
"2022-01-16 15:00:00";;"2807,231";"1745,11";"1571,836";"1750,224";"930,203";"486,574";"6907,176";"7279,572";"106,493";"372,396";"3709,349"
"2022-01-16 16:00:00";;"2795,734";"1781,941";"2143,327";"1751,742";"897,178";"541,379";"7169,212";"7549,71";"453,085";"380,498";"3682,961"
"2022-01-16 17:00:00";;"3000,629";"1877,352";"2460,946";"1745,98";"895,505";"1342,609";"7644,812";"8055,042";"426,952";"410,23";"3160,231"
"2022-01-16 18:00:00";;"3007,748";"1857,388";"2172,567";"1751,181";"882,975";"2209,504";"7720,111";"8130,238";"568,315";"410,127";"2832,685"
"2022-01-16 19:00:00";;"2545,691";"1834,647";"886,414";"1755,154";"866,251";"2434,037";"7517,512";"7917,045";"835,13";"399,533";"3521,363"
"2022-01-16 20:00:00";;"2313,592";"1770,127";"385,331";"1757,677";"854,147";"2451,262";"7155,698";"7557,114";"1458,083";"401,416";"4110,246"
"2022-01-16 21:00:00";;"2537,795";"1676,67";"221,896";"1741,738";"816,869";"2565,012";"6812,696";"7222,288";"2150,139";"409,592";"4888,037"
"2022-01-16 22:00:00";;"2438,345";"1671,997";"303,916";"1714,655";"799,667";"2567,722";"6898,297";"7307,746";"1712,302";"409,449";"4400,437"
"2022-01-16 23:00:00";;"2168,938";"1659,976";"331,033";"1580,533";"791,109";"2634,663";"6574,74";"6983,458";"2268,148";"408,719";"4423,229"
"2022-01-17 00:00:00";;"1564,428";"1588,731";"321,067";"1013,935";"777,595";"2638,324";"6351,079";"6738,737";"2858,004";"387,658";"4821,517"
"2022-01-17 01:00:00";;"1551,393";"1586,005";"289,568";"947,97";"768,096";"2711,242";"6173,069";"6561,924";"2999,247";"388,855";"4809,684"
"2022-01-17 02:00:00";;"1516,738";"1550,173";"345,302";"956,401";"770,334";"2624,611";"6093,848";"6475,147";"2879,001";"381,3";"4624,067"
"2022-01-17 03:00:00";;"1411,357";"1534,328";"325,867";"995,626";"766,066";"2556,506";"6024,172";"6397,716";"2953,048";"373,544";"4583,728"
"2022-01-17 04:00:00";;"1635,037";"1552,528";"468,313";"1092,548";"770,065";"2733,252";"6268,491";"6651,558";"2718,151";"383,067";"4388,041"
"2022-01-17 05:00:00";;"1723,378";"1552,481";"475,38";"1410,993";"777,613";"2640,952";"6977,026";"7386,712";"2300,217";"409,685";"4552,888"
"2022-01-17 06:00:00";;"1990,228";"1660,409";"970,936";"1687,65";"795,065";"2636,801";"8121,007";"8559,624";"1062,644";"438,617";"3861,636"
"2022-01-17 07:00:00";;"2397,501";"1760,245";"2020,665";"1929,516";"831,992";"2790,159";"9046,23";"9509,758";"21,275";"463,528";"2595,956"
"2022-01-17 08:00:00";;"2919,698";"1766,599";"3116,38";"2043,744";"884,519";"2807,702";"9452,635";"9945,668";"3,682";"493,033";"2250,105"
"2022-01-17 09:00:00";;"2392,516";"1743,998";"2225,259";"2150,988";"935,901";"2743,299";"9632,681";"10145,524";"3,481";"512,842";"2742,077"
"2022-01-17 10:00:00";;"2049,15";"1665,529";"1598,237";"2102,365";"985,544";"2813,796";"9742,962";"10277,591";"32,131";"534,629";"3193,403"
"2022-01-17 11:00:00";;"2249,871";"1686,351";"1724";"2107,716";"1044,977";"2855,356";"9704,754";"10247,873";"120,012";"543,119";"3199,357"
"2022-01-17 12:00:00";;"1985,368";"1705,942";"814,996";"2035,748";"1082,753";"2901,243";"9492,362";"10017,294";"63,361";"524,932";"3525,34"
"2022-01-17 13:00:00";;"1972,803";"1709,587";"860,006";"2146,741";"1071,508";"2848,86";"9396,525";"9927,032";"562,799";"530,507";"3825,934"
"2022-01-17 14:00:00";;"2404,539";"1690,67";"977,142";"2188,554";"982,47";"2825,778";"9269,384";"9773,53";"71,283";"504,146";"3584,736"
"2022-01-17 15:00:00";;"2701,078";"1707,409";"1581,199";"2226,046";"916,677";"2893,249";"9233,535";"9719,182";"70,679";"485,647";"3166,36"
"2022-01-17 16:00:00";;"2634,872";"1779,899";"1871,221";"2325,795";"899,017";"2907,088";"9254,846";"9729,605";"24,838";"474,759";"2606,295"
"2022-01-17 17:00:00";;"3091,64";"1764,532";"3347,708";"2246,286";"896,373";"2901,976";"9409,817";"9914,356";"247,255";"504,539";"2096,377"
"2022-01-17 18:00:00";;"2921,126";"1764,77";"3453,856";"2229,274";"919,556";"2888,079";"9319,189";"9821,789";"534,415";"502,6";"2021,795"
"2022-01-17 19:00:00";;"2879,18";"1755,787";"3122,166";"2206,692";"910,209";"2866,265";"8900,03";"9375,403";"519,046";"475,372";"1912,511"
"2022-01-17 20:00:00";;"3453,956";"1705,148";"2868,898";"2197,373";"889,024";"2829,406";"8317,321";"8756,314";"326,282";"438,993";"2046,703"
"2022-01-17 21:00:00";;"2999,891";"1641,822";"1438,083";"2105,745";"852,306";"2705,078";"7726,026";"8124,919";"314,626";"398,893";"2696,404"
"2022-01-17 22:00:00";;"2663,981";"1628,632";"670,76";"2012,127";"837,978";"2694,904";"7514,269";"7913,331";"365,575";"399,061";"3098,486"
"2022-01-17 23:00:00";;"2563,567";"1609,223";"467,863";"1763,174";"826,889";"2420,35";"7053,214";"7431,708";"434,064";"378,494";"3341,839"
"2022-01-18 00:00:00";;"2848,228";"1589,929";"290,725";"1889,064";"795,487";"2239,845";"6743,076";"7131,919";"632,825";"388,843";"3807,923"
"2022-01-18 01:00:00";;"2660,112";"1590,854";"235,509";"1890,852";"784,208";"1915,923";"6512,19";"6889,947";"763,187";"377,757";"3895,9"
"2022-01-18 02:00:00";;"2505,587";"1572,245";"540,481";"1762,821";"780,679";"1648,201";"6377,756";"6726,257";"500,094";"348,501";"3427,511"
"2022-01-18 03:00:00";;"2330,088";"1575,644";"254,916";"1740,404";"787,992";"1618,791";"6283,913";"6637,052";"1071,583";"353,139";"4060,977"
"2022-01-18 04:00:00";;"2379,114";"1588,706";"302,331";"1954,391";"793,48";"1686,234";"6440,244";"6798,073";"1212,54";"357,829";"4064,585"
"2022-01-18 05:00:00";;"2488,014";"1607,534";"405,285";"2142,248";"796,85";"1827,892";"7076,935";"7467,821";"826,626";"390,886";"4002,653"
"2022-01-18 06:00:00";;"1903,533";"1689,641";"710,854";"2502,951";"818,756";"1929,667";"8166,497";"8580,164";"322,796";"413,667";"3154,624"
"2022-01-18 07:00:00";;"2693,815";"1760,296";"3971,881";"2571,578";"870,3";"1888,817";"9045,432";"9508,08";"165,59";"462,649";"1304,614"
"2022-01-18 08:00:00";;"2981,845";"1770,311";"4573,759";"2563,433";"953,11";"2128,616";"9399,714";"9889,016";"5,499";"489,303";"887,132"
"2022-01-18 09:00:00";;"2698,766";"1779,194";"4084,482";"2551,125";"1054,961";"2141,358";"9337,76";"9832,589";"2,433";"494,829";"922,668"
"2022-01-18 10:00:00";;"2393,976";"1761,926";"3245,151";"2580,163";"1162,859";"2123,011";"9258,416";"9760,147";"55,969";"501,732";"1336,981"
"2022-01-18 11:00:00";;"2382,402";"1777,741";"2569,907";"2591,379";"1228,266";"2248,038";"9133,705";"9636,523";"31,171";"502,817";"1634,764"
"2022-01-18 12:00:00";;"2002,87";"1786,874";"1579,657";"2582,884";"1212,395";"2354,148";"9002,002";"9506,708";"19,884";"504,706";"2013,504"
"2022-01-18 13:00:00";;"1452,765";"1792,307";"813,115";"2593,57";"1154,282";"2310,157";"8962,757";"9454,856";"82,653";"492,099";"2326,842"
"2022-01-18 14:00:00";;"1787,604";"1802,085";"1561,271";"2594,3";"1054,464";"2184,234";"8855,911";"9328,075";"344,477";"472,164";"2263,802"
"2022-01-18 15:00:00";;"2448,7";"1806,223";"2562,458";"2597,039";"965,294";"2041,072";"8908,938";"9355,575";"91,227";"446,637";"1923,415"
"2022-01-18 16:00:00";;"2716,682";"1832,499";"3374,028";"2586,374";"917,218";"1959,199";"9047,371";"9497,789";"4,578";"450,418";"1549,733"
"2022-01-18 17:00:00";;"3429,931";"1864,572";"4656,167";"2592,876";"939,85";"1705,73";"9365,868";"9852,227";"2,065";"486,359";"1525,028"
"2022-01-18 18:00:00";;"3066,27";"1864,701";"4331,098";"2600,161";"933,907";"1553,593";"9292,011";"9765,389";"1,729";"473,378";"1549,929"
"2022-01-18 19:00:00";;"2070,068";"1858,55";"2559,618";"2588,77";"912,1";"1449,589";"8905,168";"9341,119";"36,983";"435,951";"2079,543"
"2022-01-18 20:00:00";;"1829,336";"1802,353";"1512,487";"2572,126";"883,345";"1288,236";"8366,761";"8773,656";"75,1";"406,896";"2619,545"
"2022-01-18 21:00:00";;"1970,405";"1726,98";"595,938";"2554,287";"840,017";"979,602";"7806,32";"8200,502";"320,292";"394,182";"3794,375"
"2022-01-18 22:00:00";;"1763,987";"1707,915";"421,806";"2367,737";"821,164";"640,489";"7653,396";"8041,016";"218,009";"387,62";"4063,903"
"2022-01-18 23:00:00";;"1982,829";"1704,668";"317,762";"2319,884";"808,665";"460,226";"7161,495";"7526,661";"486,052";"365,166";"4384,337"
"2022-01-19 00:00:00";"8289,891";"2404,986";"1716,156";"383,719";"2363,062";"793,004";"313,072";"6897,352";"7257,825";"593,365";"360,473";"4687,162"
"2022-01-19 01:00:00";"8047,298";"2295,215";"1706,851";"288,011";"2357,001";"786,757";"229,745";"6646,317";"7005,678";"880,537";"359,361";"4813,065"
"2022-01-19 02:00:00";"7930,867";"2284,343";"1690,09";"225,597";"2334,202";"777,897";"94,558";"6544,357";"6890,258";"420,906";"345,901";"4473,163"
"2022-01-19 03:00:00";"7864,92";"2194,31";"1688,018";"177,735";"2342,299";"784,389";"37,146";"6490,771";"6836,365";"680,17";"345,593";"4681,257"
"2022-01-19 04:00:00";"8025,472";"2480,851";"1691,912";"291,621";"2376,814";"787,196";"27,636";"6624,61";"6985,775";"713,387";"361,165";"5004,835"
"2022-01-19 05:00:00";"8692,884";"2390,279";"1695,952";"734,85";"2507,195";"791,125";"26,78";"7256,461";"7637,489";"807,581";"381,028";"5079,448"
"2022-01-19 06:00:00";"9917,927";"2332,341";"1745,594";"992,395";"2769,562";"828,15";"33,048";"8370,685";"8836,314";"371,123";"465,63";"5171,03"
"2022-01-19 07:00:00";"10871,509";"2388,492";"1830,05";"2931,007";"2876,174";"892,69";"25,405";"9207,244";"9744,373";"223,324";"537,13";"3800,864"
"2022-01-19 08:00:00";"11208,466";"2738,626";"1880,157";"3989,595";"2870,63";"956,6";"26,51";"9497,365";"10066,767";"7,509";"569,402";"3089,41"
"2022-01-19 09:00:00";"10980,932";"2102,877";"1903,454";"3113,049";"2860,725";"1083,406";"70,997";"9363,676";"9877,232";"252,488";"513,556";"3200,967"
"2022-01-19 10:00:00";"10744,024";"1671,505";"1909,2";"1120,816";"2865,296";"1221,293";"162,675";"9170,001";"9666,338";"21,842";"496,337";"4080,407"
"2022-01-19 11:00:00";"10618,9";"1560,78";"1788,078";"445,288";"2853,506";"1273,919";"298,576";"9079,606";"9578,355";"346,855";"498,749";"4826,622"
"2022-01-19 12:00:00";"10375,983";"1534,236";"1810,167";"240,74";"2846,16";"1293,16";"509,487";"8838,144";"9322,355";"695,125";"484,211";"4852,002"
"2022-01-19 13:00:00";"10256,565";"1893,265";"1814,794";"312,688";"2800,984";"1229,216";"519,899";"8721,175";"9198,675";"393,705";"477,5";"4808,065"
"2022-01-19 14:00:00";"10156,809";"2585,217";"1796,831";"422,418";"3087,959";"1115,317";"514,518";"8636,279";"9110,484";"177,173";"474,205";"4935,831"
"2022-01-19 15:00:00";"10331,096";"3232,793";"1794,77";"1451,937";"3284,902";"996,066";"479,498";"8774,206";"9262,871";"74,55";"488,666";"4563,043"
"2022-01-19 16:00:00";"10572,373";"3911,692";"1782,426";"3283,446";"3332,582";"920,939";"596,355";"8943,402";"9450,342";"4,383";"506,94";"3450,669"
"2022-01-19 17:00:00";"11027,024";"3784,359";"1797,319";"3655,316";"3341,25";"913,611";"952,935";"9375,609";"9915,483";"4,253";"539,874";"3043,665"
"2022-01-19 18:00:00";"10958,856";"3034,161";"1787,14";"2066,997";"3343,361";"898,427";"1008,818";"9318,72";"9843,024";"121,086";"524,304";"3893,528"
